,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_per_Year,Log_MonthlyIncome,Log_DailyRate,Norm_Age,Norm_MonthlyRate,Poly_0,Poly_1,Poly_2,Poly_3,Poly_4
360,57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,20265.0,8.81818627792769,6.386879319362645,0.9285714285714284,0.0350532021682393,3.0,11.0,9.0,33.0,121.0
361,40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,3319.5,7.7025561132685825,7.066466970136958,0.5238095238095237,0.8191527805661514,3.0,13.0,9.0,39.0,169.0
362,21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,7830.0,7.8674885686991285,6.79794041297493,0.07142857142857145,0.030395502911062036,4.0,24.0,16.0,96.0,576.0
363,33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,17106.0,7.955775781534187,5.860786223465865,0.35714285714285715,0.28331660309174866,3.0,13.0,9.0,39.0,169.0
364,37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,6904.0,8.146998697389993,6.826545223556594,0.4523809523809524,0.625135514956836,4.0,20.0,16.0,80.0,400.0
365,46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,31548.0,8.567696173589344,7.0431599159883405,0.6666666666666665,0.5601284882553704,3.0,14.0,9.0,42.0,196.0
366,41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,12473.333333333334,9.143773127704069,4.969813299576001,0.5476190476190477,0.2996988556514756,3.0,18.0,9.0,54.0,324.0
367,50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,25190.4,9.258844781035798,6.953684210870537,0.7619047619047619,0.026540855249949813,3.0,15.0,9.0,45.0,225.0
368,40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,10937.142857142857,8.761080103868347,6.3561076606958915,0.5238095238095237,0.16125276048986148,3.0,12.0,9.0,36.0,144.0
369,31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,10628.0,7.885329239273191,6.013715156042802,0.3095238095238095,0.2191126279863481,3.0,16.0,9.0,48.0,256.0
370,21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,16296.0,7.907283609426348,5.056245805348308,0.07142857142857145,0.9366793816502711,3.0,15.0,9.0,45.0,225.0
371,29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,6603.0,7.697121317282625,7.157735484249907,0.2619047619047619,0.6454125677574785,3.0,16.0,9.0,48.0,256.0
372,35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,39240.0,8.785845337961213,6.628041376179533,0.4047619047619047,0.6946396305962658,3.0,19.0,9.0,57.0,361.0
373,27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,7632.0,8.247220052745229,7.293017679772782,0.21428571428571425,0.633888777353945,3.0,11.0,9.0,33.0,121.0
374,28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,7879.5,8.566744970245486,5.720311776607412,0.23809523809523808,0.749086528809476,3.0,16.0,9.0,48.0,256.0
375,49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,21930.0,9.302554855963994,7.140453043101158,0.7380952380952379,0.40040152579803245,4.0,24.0,16.0,96.0,576.0
376,51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,7404.0,8.504513138258863,7.072421900537371,0.7857142857142856,0.5126681389279262,3.0,11.0,9.0,33.0,121.0
377,36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,10172.0,7.841492924460013,5.799092654460526,0.42857142857142855,0.3924513149969885,3.0,13.0,9.0,39.0,169.0
378,34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,10608.0,8.576405051048084,7.217443431696533,0.380952380952381,0.10271029913671953,3.0,13.0,9.0,39.0,169.0
379,55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,33318.0,9.720765915720834,7.179307969504034,0.8809523809523809,0.8497891989560329,3.0,13.0,9.0,39.0,169.0
380,24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,8520.0,8.357259153499912,7.22402480828583,0.14285714285714285,0.15342300742822726,3.0,12.0,9.0,36.0,144.0
381,30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,14856.0,7.814803429489359,5.313205979041787,0.28571428571428564,0.6159405741818912,3.0,18.0,9.0,54.0,324.0
382,26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,5317.714285714285,8.04012466444838,6.3561076606958915,0.19047619047619052,0.18020477815699656,4.0,22.0,16.0,88.0,484.0
383,22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,8976.0,7.716460800176355,5.537334267018537,0.09523809523809518,0.8972495482834772,3.0,13.0,9.0,39.0,169.0
384,36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,8286.545454545454,8.935508711503221,5.10594547390058,0.42857142857142855,0.06886167436257778,3.0,13.0,9.0,39.0,169.0
385,30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,13710.0,7.734558844354756,6.142037405587356,0.28571428571428564,0.05352338887773539,4.0,23.0,16.0,92.0,529.0
386,37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,1916.2105263157894,8.017966703493599,7.010311867307229,0.4523809523809524,0.9965870307167236,3.0,12.0,9.0,36.0,144.0
387,40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,11430.0,8.651024539049757,6.633318433280377,0.5238095238095237,0.82148163019474,3.0,12.0,9.0,36.0,144.0
388,42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,5152.0,7.854381210652365,5.308267697401205,0.5714285714285714,0.7386468580606304,3.0,16.0,9.0,48.0,256.0
389,37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,25182.0,8.342363500380579,7.174724309836376,0.4523809523809524,0.7640634410760891,3.0,12.0,9.0,36.0,144.0
390,43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,6616.615384615385,9.570598887246268,6.890609120147166,0.5952380952380951,0.09038345713712106,3.0,11.0,9.0,33.0,121.0
391,40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,20688.0,8.145839612936841,6.320768294250582,0.5238095238095237,0.45541056012848824,4.0,22.0,16.0,88.0,484.0
392,54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,46574.4,9.873389104712095,6.71174039505618,0.857142857142857,0.2575787994378639,3.0,11.0,9.0,33.0,121.0
393,34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,19614.0,8.785539527561276,7.231287004327616,0.380952380952381,0.4274643645854246,3.0,15.0,9.0,45.0,225.0
394,31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,3690.8571428571427,8.36799688505411,6.175867270105761,0.3095238095238095,0.08279461955430636,3.0,12.0,9.0,36.0,144.0
395,43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,6774.0,7.7226775164680035,5.749392985908253,0.5952380952380951,0.527765508933949,4.0,20.0,16.0,80.0,400.0
396,43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,9044.0,8.416930769477844,7.295735072749282,0.5952380952380951,0.005340293113832564,3.0,14.0,9.0,42.0,196.0
397,25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,8974.0,8.409162447202533,6.79346613258001,0.16666666666666669,0.40136518771331053,3.0,11.0,9.0,33.0,121.0
398,37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,3813.4285714285716,8.400659375160286,6.96979066990159,0.4523809523809524,0.8742019674764103,3.0,15.0,9.0,45.0,225.0
399,31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,5323.2,7.704811922932594,5.799092654460526,0.3095238095238095,0.566111222646055,3.0,12.0,9.0,36.0,144.0
400,39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,10471.09090909091,9.862561385923483,7.105786129481271,0.49999999999999994,0.24569363581610118,3.0,14.0,9.0,42.0,196.0
401,56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,19818.0,9.488956472414216,6.810142450115136,0.9047619047619047,0.6489459947801646,3.0,11.0,9.0,33.0,121.0
402,30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,13154.0,8.791486026749002,6.9874902470009905,0.28571428571428564,0.7012246536839992,3.0,11.0,9.0,33.0,121.0
403,41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,9154.90909090909,9.035153304082828,6.470799503782602,0.5476190476190477,0.7015458743224252,3.0,16.0,9.0,48.0,256.0
404,28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,4972.363636363636,8.424858580213442,7.170888478512505,0.23809523809523808,0.4593856655290103,3.0,12.0,9.0,36.0,144.0
405,25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,16124.0,8.302017809751204,6.535241271013659,0.16666666666666669,0.2931941377233487,3.0,13.0,9.0,39.0,169.0
406,52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4,15938.0,8.98343977178426,5.768320995793772,0.8095238095238095,0.7032724352539651,3.0,14.0,9.0,42.0,196.0
407,45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,10616.0,7.884199933676039,5.262690188904886,0.6428571428571428,0.30359365589239107,4.0,21.0,16.0,84.0,441.0
408,52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4,33110.0,9.714503852868623,7.307202314764738,0.8095238095238095,0.3298935956635214,3.0,13.0,9.0,39.0,169.0
409,42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,9112.0,8.424419791263883,6.278521424165844,0.5714285714285714,0.4351736599076491,3.0,11.0,9.0,33.0,121.0
410,30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,12182.0,8.714731714015052,5.762051382780177,0.28571428571428564,0.9114234089540253,4.0,20.0,16.0,80.0,400.0
411,60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10,7826.4,9.881599752778099,6.0473721790462776,0.9999999999999998,0.07066854045372414,3.0,11.0,9.0,33.0,121.0
412,46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,5247.272727272727,8.478660241699453,7.303843225277705,0.6666666666666665,0.9724954828347722,3.0,14.0,9.0,42.0,196.0
413,42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,7753.714285714285,8.41715183723601,7.221835825288449,0.5714285714285714,0.0920297129090544,3.0,11.0,9.0,33.0,121.0
414,24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,6404.0,8.071843149609158,7.278628942320682,0.14285714285714285,0.7981529813290503,3.0,16.0,9.0,48.0,256.0
415,34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,9404.0,7.763021309018518,5.6937321388027,0.380952380952381,0.4079100582212407,3.0,16.0,9.0,48.0,256.0
416,38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0,10212.0,7.440146680662688,7.307202314764738,0.4761904761904761,0.4020076289901626,4.0,23.0,16.0,92.0,529.0
417,40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,10309.142857142857,9.800457652216584,7.243512974665482,0.5238095238095237,0.4387873920899418,3.0,14.0,9.0,42.0,196.0
418,26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2,8658.0,7.967973179662935,7.2078598714324755,0.19047619047619052,0.037663119855450705,4.0,22.0,16.0,88.0,484.0
419,30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,4194.0,7.6487397889562425,7.244941546337007,0.28571428571428564,0.5878337683196145,3.0,15.0,9.0,45.0,225.0
420,29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,13020.0,9.387314322443542,6.894670039433482,0.2619047619047619,0.7802449307367998,3.0,18.0,9.0,54.0,324.0
421,29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,10184.0,7.842671474979457,6.013715156042802,0.2619047619047619,0.6507127082915077,3.0,16.0,9.0,48.0,256.0
422,19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,15384.0,7.84971375760487,6.194405391104672,0.02380952380952378,0.6562136117245533,3.0,12.0,9.0,36.0,144.0
423,30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8,10094.4,9.037533407550814,7.243512974665482,0.28571428571428564,0.031961453523388875,3.0,11.0,9.0,33.0,121.0
424,57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,84708.0,9.555276687009526,5.351858133476067,0.9285714285714284,0.8033728167034732,3.0,12.0,9.0,36.0,144.0
425,50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7,7305.428571428572,9.743729514150925,7.003065458786462,0.7619047619047619,0.289901626179482,3.0,15.0,9.0,45.0,225.0
426,30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,2564.0,7.84971375760487,7.018401799069201,0.28571428571428564,0.20425617345914474,3.0,14.0,9.0,42.0,196.0
427,60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11,6483.789473684211,9.236690147298965,7.313220387090301,0.9999999999999998,0.030154587432242516,3.0,19.0,9.0,57.0,361.0
428,47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,10140.0,8.531293315795018,6.891625897052253,0.6904761904761905,0.21260791005822124,3.0,13.0,9.0,39.0,169.0
429,46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1,53583.0,9.790430830243832,6.917705609835305,0.6666666666666665,0.007789600481830958,3.0,13.0,9.0,39.0,169.0
430,35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3,8460.0,8.350193650720067,4.976733742420574,0.4047619047619047,0.6878538446095162,3.0,15.0,9.0,45.0,225.0
431,54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,22680.0,8.237743803890933,6.3080984415095305,0.857142857142857,0.8566151375225858,3.0,11.0,9.0,33.0,121.0
432,34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,4152.0,7.926241523170962,7.1731917424865985,0.380952380952381,0.2538446095161614,3.0,12.0,9.0,36.0,144.0
433,46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,27213.0,9.112948025967533,7.026426808699636,0.6666666666666665,0.3802047781569966,3.0,19.0,9.0,57.0,361.0
434,31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,9126.857142857143,9.273221270015384,7.150701457592526,0.3095238095238095,0.493876731580004,4.0,25.0,16.0,100.0,625.0
435,33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7,20415.0,9.518633568332074,7.15305163493748,0.35714285714285715,0.9044368600682594,3.0,12.0,9.0,36.0,144.0
436,33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3,8179.2,8.134174272137903,6.376726947898627,0.35714285714285715,0.18514354547279663,3.0,13.0,9.0,39.0,169.0
437,30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2,8949.0,8.001019961323651,6.025865973825314,0.28571428571428564,0.6546476611122265,3.0,14.0,9.0,42.0,196.0
438,35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0,10176.0,8.94023623179847,7.152268856032539,0.4047619047619047,0.4899016261794821,3.0,12.0,9.0,36.0,144.0
439,31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0,58944.0,9.192685436737461,6.282266746896006,0.3095238095238095,0.8357357960248946,3.0,12.0,9.0,36.0,144.0
440,34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2,29850.0,9.205428327615163,6.8966943316227125,0.380952380952381,0.379000200762899,3.0,15.0,9.0,45.0,225.0
441,42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0,8372.0,7.646831391430482,7.29641326877392,0.5714285714285714,0.2877333868701064,3.0,17.0,9.0,51.0,289.0
442,36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7,10887.272727272728,9.208438564686587,6.455198563340122,0.42857142857142855,0.5309777153182091,3.0,14.0,9.0,42.0,196.0
443,22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2,15576.0,8.267448958304849,7.221835825288449,0.09523809523809518,0.2824733989158803,3.0,16.0,9.0,48.0,256.0
